date, pm10, o3, no2, so2, co
2021/11/1, , 1, 13, 19, 9
2021/11/2, , , 14, 17, 11
2021/11/3, , , 13, 19, 11
2021/11/4, , , 17, 18, 11
2021/11/5, , , 12, 18, 10
2021/11/6, , 1, 12, 18, 10
2021/11/7, , 1, 11, 19, 11
2021/11/8, , 1, 11, 17, 10
2021/11/9, , , 14, 19, 11
2021/11/10, , , 17, 19, 12
2021/11/11, , , 16, 19, 12
2021/11/12, , , 17, 18, 11
2021/11/13, , 1, 16, 18, 12
2021/11/14, , 1, 20, 18, 14
2021/11/15, , 1, 11, 18, 10
2021/11/16, , 2, 11, 18, 10
2021/11/17, , 2, 14, 18, 10
2021/11/18, , , 12, 18, 10
2021/11/19, , , 10, 19, 10
2021/11/20, , , 11, 17, 10
2021/11/21, , , 10, 18, 9
2021/11/26, , , 9, 18, 10
2021/11/27, , , 11, 18, 10
2021/11/28, , , 9, 18, 10
2021/11/29, , , 9, 18, 10
2021/11/30, , 1, 10, 18, 12
2021/12/1, , , 9, 18, 11
2021/12/2, , , 8, 18, 11
2021/12/3, , , 9, 18, 10
2021/12/4, , , 10, 18, 14
2021/12/5, , , 7, 18, 11
2021/12/6, , 1, 8, 18, 11
2021/12/7, , 1, 9, 17, 11
2021/12/8, , , 8, 18, 11
2021/12/9, , , 7, 18, 10
2021/12/10, , , 7, 18, 10
2021/12/11, , 1, 7, 18, 11
2021/12/12, , 3, 6, 18, 11
2021/12/13, , , 6, 18, 10
2021/12/14, , , 6, 18, 12
2021/12/15, , , 6, 18, 12
2021/12/16, , , 6, 18, 12
2021/12/17, , , 6, 18, 11
2021/12/18, , , 6, 18, 10
2021/12/19, , , 6, 18, 10
2021/12/20, , , 5, 18, 10
2021/12/21, , , 6, 18, 10
2021/12/22, , , 6, 18, 12
2021/12/23, , , 6, 18, 12
2021/12/24, , , 6, 18, 13
2021/12/25, , , 6, 18, 13
2021/12/26, , , 6, 18, 13
2021/12/27, , , 7, 19, 12
2021/12/28, , , 7, 18, 11
2021/12/29, , , 6, 18, 11
2021/12/30, , , 7, 18, 13
2021/12/31, , , 6, 18, 11
2022/1/1, , , 6, 17, 11
2022/1/2, , , 6, 18, 11
2022/1/3, , , 6, 18, 12
2021/10/1, , 4, 2, 18, 8
2020/1/3, , , 3, 20, 
2020/1/4, , , 3, 20, 
2020/1/5, , , 3, 21, 
2020/1/6, , , 4, 22, 
2020/1/8, , , 3, 21, 
2020/1/9, , , 4, 20, 
2020/1/10, , , 7, 24, 
2020/1/11, , , 5, 21, 
2020/1/12, , , 3, 21, 
2020/1/13, , , 5, 21, 
2020/1/14, , , 4, 20, 
2020/1/15, , , 5, 21, 14
2020/1/16, , , 7, 21, 17
2020/1/18, , , 7, 20, 18
2020/1/21, , 2, 5, 22, 
2020/1/28, , , 4, 20, 
2020/3/6, , 11, 8, 23, 
2020/3/7, , 14, 8, 23, 
2020/3/8, , 15, 5, 21, 
2020/3/9, , 19, 5, 21, 
2020/3/10, , 21, 3, 22, 
2020/3/18, , , 4, 2, 13
2020/3/19, , 1, 5, 1, 15
2020/3/20, , 1, 7, 1, 14
2020/3/21, , 2, 6, 1, 13
2020/3/22, , 2, 5, 1, 13
2020/3/23, , 1, 3, 1, 14
2020/3/24, , 1, 4, 1, 14
2020/3/25, , 1, 6, 1, 15
2020/3/26, , 1, 6, 1, 16
2020/3/27, , 1, 7, 1, 13
2020/3/28, , 1, 3, 1, 12
2020/3/29, , 1, 3, 1, 12
2020/3/30, , 1, 2, 1, 13
2020/3/31, , 1, 4, 2, 12
2019/10/23, , 2, 4, 52, 2
2019/10/24, , 4, 6, 52, 4
2019/10/25, , 5, 8, 28, 4
2019/10/26, , 55, 8, 1, 8
2019/10/27, , 30, 8, 1, 5
2019/10/28, , 29, 4, 1, 4
2019/10/29, , 18, 6, 3, 4
2019/10/30, , 21, 5, 1, 2
2019/10/31, , 23, 8, 1, 3
2019/11/1, , 20, 5, , 3
2019/11/2, , 18, 3, 1, 3
2019/11/3, , 23, 4, 1, 3
2019/11/4, , 29, 8, , 5
2019/11/5, , 25, 7, , 3
2019/11/6, , 21, 2, 1, 2
2019/11/7, , 19, 7, 1, 4
2019/11/8, , 17, 8, 4, 5
2019/11/9, , 22, 7, 1, 5
2019/11/10, , 21, 2, 1, 4
2019/11/11, , 14, 3, , 4
2019/11/12, , 26, 3, , 4
2019/11/13, , 24, 3, , 4
2019/11/14, , 23, 4, 1, 4
2019/11/15, , 11, 4, 9, 3
2019/12/13, , 8, 15, 21, 
2019/12/14, , 13, 3, 21, 
2019/12/15, , 16, 3, 22, 
2019/12/16, , 17, 5, 22, 
2019/12/17, , 17, 4, 20, 
2019/12/18, , 14, 4, 22, 
2019/12/19, , 15, 5, 21, 
2019/12/20, , 15, 7, 21, 
2019/12/21, , 21, 7, 20, 
2019/12/22, , 19, 5, 21, 
2019/12/23, , 13, 3, 21, 
2019/12/24, , 12, 4, 21, 
2019/12/25, , 17, 7, 21, 
2019/12/26, , 8, 5, 21, 
2019/12/29, , , 2, 20, 
2019/12/30, , , 2, , 
2019/1/1, , 7, 6, 1, 4
2019/2/20, , 7, 6, 16, 5
2018/10/12, , 14, , , 11
2018/10/13, , 12, , , 8
2018/10/14, , 4, , , 4
2018/10/15, , 5, , , 5
2018/10/16, , 7, , , 7
2018/10/17, , 11, , , 8
2018/10/18, , 7, , , 5
2018/10/19, , 6, , , 4
2018/10/20, , 10, , 1, 6
2018/10/21, , 8, , 2, 5
2018/10/22, , 7, , 4, 3
2018/10/23, , 6, , 4, 3
2018/10/24, , 8, , 8, 5
2018/10/26, , 18, 11, 5, 7
2018/10/27, , 26, 8, 3, 6
2018/10/28, , 23, 8, 3, 6
2018/10/29, , 24, 5, 2, 6
2018/10/30, , 22, 6, 3, 6
2018/10/31, , 23, 5, 4, 6
2018/11/1, , 24, 4, 1, 6
2018/11/2, , 16, 7, , 6
2018/11/3, , 20, 5, 3, 4
2018/11/4, , 18, 2, , 3
2018/11/5, , 19, 2, 1, 3
2018/11/6, , 23, 4, 2, 6
2018/11/7, , 20, 5, , 5
2018/11/8, , 15, 4, 5, 3
2018/11/9, , 17, 5, 2, 4
2018/11/10, , 26, 6, 2, 5
2018/11/11, , 26, 5, 2, 5
2018/11/12, , 24, 6, 2, 6
2018/11/13, , 25, 3, 2, 5
2018/11/14, , 22, 4, 7, 5
2018/11/15, , 24, 6, 4, 6
2023/5/11, , , 7, 1, 25
2023/2/14, , , 2, , 12
2023/3/9, , , 21, 2, 6
2023/3/12, , , 20, 3, 6
2023/3/24, , , 24, 10, 10
2022/10/12, , , 1, , 23
2022/11/28, , , 16, 4, 4
2022/12/10, , , 9, , 6
2022/4/21, , , , , 17
2022/4/22, , , , , 21
2022/4/23, , , , , 19
2022/4/24, , , , , 17
2022/4/25, , , , , 16
2022/5/9, , , , , 17
2022/5/10, , , , , 19
2022/5/11, , , , , 20
2022/5/12, , , , , 21
2022/5/13, , , , , 22
2022/5/14, , , , , 24
2022/5/15, , , , , 24
2022/5/16, , , , , 17
2022/5/17, , , , , 19
2022/5/18, , , , , 17
2022/5/19, , , , , 23
2022/5/20, , , , , 25
2022/5/21, , , , , 16
2022/5/22, , , , , 15
2022/5/23, , , , , 15
2022/5/24, , , , , 16
2022/5/25, , , , , 19
2022/5/26, , , , , 20
2022/5/27, , , , , 24
2022/5/28, , , , , 22
2022/5/29, , , , , 25
2022/5/30, , , , , 19
2022/5/31, , , , , 18
2022/6/1, , , , , 16
2022/6/2, , , , , 23
2022/6/3, , , , , 20
2021/11/22, , , 9, 17, 10
2021/11/23, , , 10, 18, 10
2021/11/24, , , 10, 18, 10
2021/11/25, , , 12, 18, 10
2021/4/2, , , 6, 28, 
2021/4/3, , , 6, 28, 
2021/4/4, , , 6, 27, 
2021/4/5, , , 5, 27, 
2021/4/6, , , 5, 28, 
2021/4/7, , , 6, 28, 
2021/4/8, , , 4, 27, 
2021/4/9, , , 6, 28, 
2021/4/10, , , 8, 28, 
2021/4/11, , , 8, 28, 
2021/4/12, , , 7, 28, 
2021/4/13, , , 7, 28, 
2021/4/14, , , 5, 29, 
2021/4/15, , , 9, 29, 
2021/4/16, , , 9, 29, 
2021/4/17, , , 7, 29, 
2021/4/18, , , 5, 28, 
2021/4/19, , , 5, 28, 
2021/1/5, , , 1, 56, 
2021/1/6, , , 16, 52, 
2021/1/7, , , 18, 66, 
2021/1/8, , , 16, 81, 
2021/1/9, , , 13, 60, 
2021/1/10, , , 15, 66, 
2021/1/11, , , 13, 33, 
2021/1/12, , , 14, 52, 
2021/1/13, , , 14, 77, 
2021/1/14, , , 15, 84, 
2021/1/15, , , 14, 100, 
2021/1/16, , , 12, 108, 
2021/1/17, , , 13, 92, 
2021/1/18, , , 13, 59, 
2021/1/19, , , 11, 79, 
2021/1/20, , , 16, 61, 
2021/1/21, , , 16, 35, 
2021/1/22, , , 15, 84, 
2021/1/23, , , 15, 46, 
2021/1/24, , , 16, 30, 
2021/1/25, , , 15, 28, 
2021/1/26, , , 13, 28, 
2021/1/27, , , 11, 28, 
2021/1/28, , , 10, 29, 
2021/1/29, , , 11, 28, 
2021/1/30, , , 10, 33, 
2021/1/31, , , 11, 28, 
2021/2/1, , , 10, 28, 
2021/2/2, , , 10, , 
2021/3/6, , , 14, 27, 
2021/3/7, , , 14, 27, 
2021/3/8, , , 14, 28, 
2021/3/9, , , 16, 28, 
2021/3/10, , , 15, 28, 
2021/3/11, , , 16, 28, 
2021/3/12, , , 15, 29, 
2021/3/13, , , 11, 29, 
2021/3/14, , , 9, 29, 
2021/3/15, , , 6, 28, 
2021/3/16, , , 7, 28, 
2021/3/17, , , 9, 29, 
2021/3/18, , , 7, 28, 
2021/3/19, , , 7, 27, 
2021/3/20, , , 11, 28, 
2021/3/21, , , 9, 28, 
2021/3/22, , , 7, 28, 
2021/3/23, , , 7, 27, 
2021/3/24, , , 7, 28, 
2021/3/25, , , 6, 28, 
2021/3/26, , , 5, 28, 
2021/3/27, , , 4, 28, 
2021/3/28, , , 6, 28, 
2021/3/29, , , 8, 27, 
2021/3/30, , , 6, 28, 
2021/3/31, , , 6, 28, 
2021/4/1, , , 5, 28, 
2020/10/2, , , 16, 16, 
2020/10/3, , , 14, 11, 
2020/10/4, , , 12, 31, 
2020/10/5, , , 14, 41, 
2020/10/6, , , 15, 16, 
2020/10/7, , , 15, 9, 
2020/10/8, , , 12, 11, 
2020/10/9, , , 13, 14, 
2020/10/10, , , 14, 37, 
2020/10/11, , , 14, 52, 
2020/10/12, , , 13, 28, 
2020/10/13, , , 12, 24, 
2020/10/14, , , 13, 33, 
2020/10/15, , , 12, 38, 
2020/10/16, , , 14, 59, 
2020/10/17, , , 15, 119, 
2020/10/18, , , 15, 117, 
2020/10/19, , , 18, 113, 
2020/10/20, , , 17, 96, 
2020/10/21, , , 20, 68, 
2020/10/22, , , 19, 67, 
2020/10/23, , , 18, 79, 
2020/10/24, , , 20, 78, 
2020/10/25, , , 24, 80, 
2020/10/26, , , 18, 73, 
2020/10/27, , , 19, 73, 
2020/10/28, , , 18, 89, 
2020/10/29, , , 19, 66, 
2020/10/30, , , 18, 65, 
2020/10/31, , , 18, 64, 
2020/11/1, , , 16, 28, 
2020/11/2, , , 15, 13, 
2020/11/3, , , 16, 11, 
2020/11/4, , , 18, 34, 
2020/11/5, , , 18, 18, 
2020/11/6, , , 18, 33, 
2020/11/7, , , 17, 63, 
2020/11/8, , , 16, 78, 
2020/11/9, , , 13, 63, 
2020/11/10, , , 21, 25, 
2020/11/11, , , 17, 21, 
2020/11/12, , , 16, 36, 
2020/11/13, , , 16, 52, 
2020/11/14, , , 16, 68, 
2020/11/15, , , 11, 69, 
2020/11/16, , , 15, 68, 
2020/11/17, , , 18, 71, 
2020/11/18, , , 17, 77, 
2020/11/19, , , 19, 94, 
2020/11/20, , , 20, 95, 
2020/11/21, , , 19, 51, 
2020/11/22, , , 16, 13, 
2020/11/23, , , 15, 25, 
2020/11/24, , , 17, 55, 
2020/11/25, , , 19, 44, 
2020/11/26, , , 16, 60, 
2020/11/27, , , 17, 69, 
2020/11/28, , , 15, 36, 
2020/11/29, , , 13, 44, 
2020/11/30, , , 17, 62, 
2020/12/1, , , 15, 79, 
2020/12/2, , , 17, 78, 
2020/12/3, , , 13, 42, 
2020/12/4, , , 12, 46, 
2020/12/5, , , 16, 35, 
2020/12/6, , , 13, 41, 
2020/12/7, , , 13, 52, 
2020/12/8, , , 14, 44, 
2020/12/9, , , 12, 56, 
2020/12/10, , , 12, 80, 
2020/12/11, , , 12, 81, 
2020/12/12, , , 15, 91, 
2020/12/13, , , 15, 77, 
2020/12/14, , , 15, 52, 
2020/12/15, , , 15, 48, 
2020/12/16, , , 13, 60, 
2020/12/17, , , 14, 49, 
2020/12/18, , , 13, 31, 
2020/12/19, , , 13, 54, 
2020/12/20, , , 14, 77, 
2020/12/21, , , 13, 85, 
2020/12/22, , , 13, 83, 
2020/12/23, , , 14, 76, 
2020/12/24, , , 14, 76, 
2020/12/25, , , 12, 81, 
2020/12/26, , , 13, 81, 
2020/12/27, , , 13, 81, 
2020/12/28, , , 17, 65, 
2020/12/29, , , 14, 53, 
2020/12/30, , , 8, 46, 
2020/12/31, , , 18, 52, 
2021/1/1, , , 16, 49, 
2021/1/2, , , 15, 28, 
2021/1/3, , , 14, 40, 
2021/1/4, , , 12, 50, 
2020/7/2, , , 8, 3, 
2020/7/3, , , 9, , 
2020/7/4, , , 1, , 
2020/7/5, , , 13, , 
2020/7/6, , , 12, 1, 
2020/7/7, , , 12, 2, 
2020/7/8, , , 10, 1, 
2020/7/9, , , 11, 1, 
2020/7/10, , , 8, 17, 
2020/7/11, , , 7, 15, 
2020/7/12, , , 8, 1, 
2020/7/13, , , 9, 20, 
2020/7/14, , , 8, 30, 
2020/7/15, , , 8, 29, 
2020/7/16, , , 9, 17, 
2020/7/17, , , 11, 3, 
2020/7/18, , , 12, 3, 
2020/7/19, , , 15, 4, 
2020/7/20, , , 17, 3, 
2020/7/21, , , 15, 4, 
2020/7/22, , , 15, 4, 
2020/7/23, , , 17, 4, 
2020/7/24, , , 18, 3, 
2020/7/25, , , 14, 3, 
2020/7/26, , , 11, 3, 
2020/7/27, , , 14, 4, 
2020/7/28, , , 16, 3, 
2020/7/29, , , 12, 3, 
2020/7/30, , , 13, 7, 
2020/7/31, , , 14, 11, 
2020/8/1, , , 14, 12, 
2020/8/2, , , 13, 12, 
2020/8/3, , , 12, 11, 
2020/8/4, , , 13, 12, 
2020/8/5, , , 13, 12, 
2020/8/6, , , 12, 11, 
2020/8/7, , , 16, 15, 
2020/8/8, , , 17, 9, 
2020/8/9, , , 17, 10, 
2020/8/10, , , 17, 11, 
2020/8/11, , , 20, 11, 
2020/8/12, , , 23, 13, 
2020/8/13, , , 22, 42, 
2020/8/14, , , 26, 69, 
2020/8/15, , , 25, 53, 
2020/8/16, , , 26, 35, 
2020/8/17, , , 26, 16, 
2020/8/18, , , 24, 21, 
2020/8/19, , , 23, 43, 
2020/8/20, , , 22, 38, 
2020/8/21, , , 25, 15, 
2020/8/22, , , 27, 8, 
2020/8/23, , , 24, 10, 
2020/8/24, , , 25, 10, 
2020/8/25, , , 27, 11, 
2020/8/26, , , 24, 12, 
2020/8/27, , , 25, 9, 
2020/8/28, , , 26, 9, 
2020/8/29, , , 26, 9, 
2020/8/30, , , 25, 8, 
2020/8/31, , , 24, 7, 
2020/9/1, , , 24, 28, 
2020/9/2, , , 22, 37, 
2020/9/3, , , 22, 55, 
2020/9/4, , , 21, 80, 
2020/9/5, , , 22, 78, 
2020/9/6, , , 24, 99, 
2020/9/7, , , 22, 66, 
2020/9/8, , , 24, 53, 
2020/9/9, , , 26, 45, 
2020/9/10, , , 27, 40, 
2020/9/11, , , 26, 30, 
2020/9/12, , , 26, 20, 
2020/9/13, , , 24, 13, 
2020/9/14, , , 23, 17, 
2020/9/15, , , 23, 31, 
2020/9/16, , , 23, 49, 
2020/9/17, , , 17, 42, 
2020/9/18, , , 19, 51, 
2020/9/19, , , 19, 62, 
2020/9/20, , , 19, 65, 
2020/9/21, , , 18, 67, 
2020/9/22, , , 17, 79, 
2020/9/23, , , 14, 74, 
2020/9/24, , , 14, 58, 
2020/9/25, , , 13, 63, 
2020/9/26, , , 17, 76, 
2020/9/27, , , 13, 65, 
2020/9/28, , , 14, 52, 
2020/9/29, , , 15, 45, 
2020/9/30, , , 16, 35, 
2020/10/1, , , 15, 22, 
2020/4/2, , , 4, 3, 11
2020/4/3, , , 4, 4, 12
2020/4/4, , , 3, 3, 12
2020/4/5, , , 3, 21, 16
2020/4/6, , , 3, , 16
2020/4/7, , , 3, 1, 16
2020/4/8, , , 4, 2, 16
2020/4/9, , , 3, 1, 
2020/4/10, , , 1, 1, 16
2020/4/11, , , 3, 1, 16
2020/4/12, , , 4, 1, 16
2020/4/13, , , 3, 3, 16
2020/4/14, , , 4, 1, 16
2020/4/15, , , 3, 1, 13
2020/4/16, , , 3, 3, 
2020/4/17, , , 5, 2, 
2020/4/18, , , 5, 2, 
2020/4/19, , , 2, 2, 
2020/4/20, , , 5, 2, 
2020/4/21, , , 6, 5, 
2020/4/22, , , 6, , 
2020/4/23, , , 7, , 
2020/4/24, , , 7, , 
2020/4/25, , , 8, , 
2020/4/26, , , 7, , 
2020/4/27, , , 10, , 
2020/4/28, , , 9, , 
2020/4/29, , , 9, 1, 
2020/4/30, , , 8, , 
2020/5/1, , , 8, , 
2020/5/2, , , 9, , 
2020/5/3, , , 9, , 
2020/5/4, , , 9, 1, 
2020/5/5, , , 10, 1, 
2020/5/6, , , 12, 1, 
2020/5/7, , , 9, 3, 
2020/5/8, , , 3, 2, 
2020/5/9, , , 4, 3, 
2020/5/10, , , 3, 4, 
2020/5/11, , , 2, 3, 
2020/5/12, , , 4, 3, 
2020/5/13, , , 5, 3, 
2020/5/14, , , 4, 4, 
2020/5/15, , , 2, , 
2020/5/16, , , 2, , 
2020/5/17, , , 2, , 
2020/5/18, , , 3, , 
2020/5/19, , , 3, 6, 
2020/5/20, , , 9, 2, 
2020/5/21, , , 9, 2, 
2020/5/22, , , 3, 2, 
2020/5/23, , , 9, 4, 
2020/5/24, , , 12, 3, 
2020/5/25, , , 7, 4, 
2020/5/26, , , 7, 22, 
2020/5/27, , , 3, 3, 
2020/5/28, , , 5, 1, 
2020/5/29, , , 5, 1, 
2020/5/30, , , 8, 2, 
2020/5/31, , , 9, 1, 
2020/6/1, , , 7, 2, 
2020/6/2, , , 10, 3, 
2020/6/3, , , 12, 2, 
2020/6/4, , , 10, 3, 
2020/6/5, , , 5, 3, 
2020/6/6, , , 6, 6, 
2020/6/7, , , 7, 14, 
2020/6/8, , , 3, 38, 
2020/6/9, , , 9, 4, 
2020/6/10, , , 5, 2, 
2020/6/11, , , 4, 2, 
2020/6/12, , , 2, 9, 
2020/6/13, , , 7, 2, 
2020/6/14, , , 5, 2, 
2020/6/15, , , 5, 2, 
2020/6/16, , , 5, 5, 
2020/6/17, , , 5, 4, 
2020/6/18, , , 1, 4, 
2020/6/19, , , 7, 5, 
2020/6/20, , , 7, 3, 
2020/6/21, , , 9, 2, 
2020/6/22, , , 8, 3, 
2020/6/23, , , 8, 3, 
2020/6/24, , , 7, 7, 
2020/6/25, , , 9, 4, 
2020/6/26, , , 8, 6, 
2020/6/27, , , 8, 5, 
2020/6/28, , , 7, , 
2020/6/29, , , 6, 1, 
2020/6/30, , , 6, 40, 
2020/7/1, , , 9, 27, 
2020/1/2, , , 3, 20, 
2020/1/7, , , 5, 20, 
2020/1/17, , , 8, 23, 17
2020/1/19, , , 7, 20, 16
2020/1/20, , , 4, 22, 15
2020/1/30, , , 6, 21, 
2020/1/31, , , 6, 20, 
2020/2/1, , , 5, 24, 
2020/2/2, , , 7, 30, 
2020/2/3, , , 5, 29, 
2020/2/4, , , 5, 20, 
2020/2/5, , , 8, 33, 
2020/2/6, , , 9, 36, 
2020/2/7, , , 8, 28, 
2020/2/8, , , 5, 25, 
2020/2/9, , , 5, 32, 
2020/2/10, , , 4, 27, 
2020/2/11, , , 6, 22, 
2020/2/12, , , 5, 27, 
2020/2/13, , , 4, 22, 
2020/2/14, , , 4, 20, 
2020/2/15, , , 9, 22, 
2020/2/16, , , 5, 32, 
2020/2/17, , , 5, 26, 
2020/2/18, , , 7, 20, 
2020/2/19, , , 5, 20, 
2020/2/20, , , 3, 21, 
2020/2/21, , , 5, 22, 
2020/2/22, , , 7, 32, 
2020/2/23, , , 4, 31, 
2020/2/24, , , 5, 24, 
2020/2/25, , , 5, 23, 
2020/2/26, , , 6, 21, 
2020/2/27, , , 6, 21, 
2020/2/28, , , 7, 22, 
2020/2/29, , , 7, 24, 
2020/3/1, , , 6, 25, 
2020/3/2, , , 3, 22, 
2020/3/3, , , 5, 21, 
2020/3/4, , , 5, 21, 
2020/3/5, , , 7, 21, 
2020/4/1, , , 2, 1, 12
2019/10/2, , , 5, , 
2019/10/3, , , 5, , 4
2019/10/4, , , 6, , 8
2019/10/5, , , 10, , 12
2019/10/6, , , 14, , 5
2019/10/7, , , 8, , 5
2019/10/8, , , 13, , 7
2019/10/9, , , 9, , 4
2019/10/10, , , 12, , 6
2019/10/11, , , 9, , 4
2019/10/12, , , 8, , 2
2019/10/13, , , 10, , 4
2019/10/14, , , 11, , 6
2019/10/15, , , 5, , 3
2019/10/16, , , 5, , 3
2019/10/17, , , 5, , 3
2019/10/18, , , 7, , 3
2019/10/19, , , 6, , 2
2019/10/20, , , 10, , 4
2019/10/21, , , 9, , 5
2019/10/22, , , 9, 51, 6
2019/11/16, , , 11, 2, 4
2019/11/17, , , 7, 2, 5
2019/11/18, , , 7, 1, 5
2019/11/19, , , 7, 1, 5
2019/11/20, , , 5, 2, 4
2019/11/21, , , 7, 3, 4
2019/11/22, , , 4, 1, 4
2019/11/23, , , 6, 2, 5
2019/11/24, , , 6, 2, 5
2019/11/25, , , 5, 2, 4
2019/11/26, , , 7, 3, 5
2019/11/27, , , 7, 3, 5
2019/11/28, , , 4, 6, 4
2019/11/29, , , 6, 19, 5
2019/11/30, , , 9, 20, 7
2019/12/1, , , 9, 20, 8
2019/12/2, , , 6, 20, 7
2019/12/3, , , 3, 20, 
2019/12/4, , , 5, 22, 
2019/12/5, , , 5, 20, 
2019/12/6, , , 5, 22, 
2019/12/7, , , 3, 20, 
2019/12/8, , , 9, 21, 
2019/12/9, , , 3, 22, 
2019/12/10, , , 4, 20, 
2019/12/11, , , 6, 20, 
2019/12/12, , , 8, 20, 
2019/12/27, , , 4, 21, 
2019/12/28, , , 3, 21, 
2019/7/2, , , 8, 2, 
2019/7/3, , , 13, 2, 
2019/7/4, , , 16, 5, 
2019/7/5, , , 13, 3, 
2019/7/6, , , 11, 3, 
2019/7/7, , , 6, 2, 
2019/7/8, , , 6, 1, 
2019/7/9, , , 7, 9, 10
2019/7/10, , , 12, 5, 13
2019/7/11, , , 15, 5, 16
2019/7/12, , , 17, 5, 20
2019/7/13, , , 18, 4, 18
2019/7/14, , , 14, 3, 16
2019/7/15, , , 11, 4, 18
2019/7/16, , , 15, 4, 17
2019/7/17, , , 14, 5, 11
2019/7/18, , , 13, 3, 13
2019/7/19, , , 12, 3, 9
2019/7/20, , , 10, 3, 6
2019/7/21, , , 4, 6, 8
2019/7/22, , , 6, 4, 17
2019/7/23, , , 8, 6, 13
2019/7/24, , , 9, 2, 15
2019/7/25, , , 10, 4, 15
2019/7/26, , , 14, 5, 14
2019/7/27, , , 16, 4, 9
2019/7/28, , , 13, 3, 15
2019/7/29, , , 14, 8, 9
2019/7/30, , , 18, 6, 18
2019/7/31, , , 17, 4, 9
2019/8/1, , , 13, 5, 9
2019/8/2, , , 10, 2, 6
2019/8/3, , , 9, 3, 17
2019/8/4, , , 11, 3, 19
2019/8/5, , , 12, 4, 16
2019/8/6, , , 14, 1, 13
2019/8/7, , , 14, 1, 12
2019/8/8, , , 14, 1, 14
2019/8/9, , , 16, 1, 3
2019/8/10, , , 7, , 
2019/8/11, , , 2, 2, 4
2019/8/12, , , 7, 2, 10
2019/8/13, , , 11, , 
2019/8/23, , , 9, 4, 8
2019/8/24, , , 13, 3, 5
2019/8/25, , , 10, 1, 5
2019/8/26, , , 10, 28, 8
2019/8/27, , , 11, 68, 11
2019/8/28, , , 15, 51, 10
2019/8/29, , , 15, 39, 5
2019/8/30, , , 10, 16, 4
2019/8/31, , , 8, 3, 1
2019/9/1, , , 5, 3, 6
2019/9/2, , , 7, 4, 7
2019/9/3, , , 12, 7, 8
2019/9/4, , , 13, 2, 7
2019/9/5, , , 13, 1, 6
2019/9/6, , , 11, , 
2019/9/7, , , 6, , 1
2019/9/8, , , 5, , 3
2019/9/9, , , 4, , 4
2019/9/10, , , 7, , 5
2019/9/11, , , 11, , 6
2019/9/12, , , 13, , 9
2019/9/13, , , 13, , 9
2019/9/14, , , 11, , 4
2019/9/15, , , 9, , 6
2019/9/16, , , 10, , 9
2019/9/17, , , 14, , 9
2019/9/18, , , 16, , 6
2019/9/19, , , 14, , 4
2019/9/20, , , 9, , 6
2019/9/21, , , 10, , 9
2019/9/22, , , 11, , 5
2019/9/23, , , 9, , 3
2019/9/24, , , 8, , 1
2019/9/25, , , 3, , 2
2019/9/26, , , 5, , 1
2019/9/27, , , 6, , 5
2019/9/28, , , 10, , 7
2019/9/29, , , 14, , 8
2019/9/30, , , 11, , 1
2019/10/1, , , 6, , 1
2019/4/10, , , 7, 1, 7
2019/4/11, , , 7, , 6
2019/4/12, , , 7, 1, 6
2019/4/13, , , 7, 1, 8
2019/4/14, , , 6, 1, 10
2019/4/15, , , 5, 1, 6
2019/4/16, , , 5, 1, 4
2019/4/17, , , 6, 1, 7
2019/4/18, , , 6, , 8
2019/4/19, , , 4, , 7
2019/4/20, , , 5, , 5
2019/4/21, , , 3, 2, 4
2019/4/22, , , 3, 1, 3
2019/4/23, , , 3, , 4
2019/4/24, , , 4, , 5
2019/4/25, , , 6, 3, 9
2019/4/26, , , 6, 1, 8
2019/4/27, , , 7, 2, 9
2019/4/28, , , 7, , 11
2019/4/29, , , 7, 1, 10
2019/5/1, , , 8, 2, 9
2019/5/2, , , 9, 1, 13
2019/5/3, , , 8, 1, 12
2019/5/4, , , 9, 2, 15
2019/5/5, , , 7, 1, 13
2019/5/6, , , 8, 2, 10
2019/5/7, , , 6, 1, 9
2019/6/10, , , 6, , 
2019/6/13, , , 11, 2, 
2019/6/14, , , 11, , 
2019/6/15, , , 12, , 
2019/6/16, , , 13, 1, 
2019/6/17, , , 12, , 
2019/6/18, , , 13, 6, 
2019/6/19, , , 13, 8, 
2019/6/21, , , 10, 1, 
2019/6/22, , , 8, 3, 
2019/6/23, , , 7, , 
2019/6/24, , , 9, 1, 
2019/6/25, , , 12, 1, 
2019/6/26, , , 8, 8, 
2019/6/30, , , 14, 3, 
2019/7/1, , , 9, 1, 
2019/2/18, , , 8, 20, 4
2019/2/19, , , 6, 16, 6
2023/9/11, , , , 5, 2
2022/4/3, , , , , 14
2022/3/23, , , , , 13
2021/3/5, , , , 25, 
2019/8/22, , , , 2, 6
2018/10/25, , , , 3, 4
2018/8/27, , , , 1, 2
2022/11/7, , , , , 23
2022/11/8, , , , , 26
2022/6/4, , , , , 24
2022/6/5, , , , , 21
2022/6/6, , , , , 18
2022/6/7, , , , , 22
2022/6/8, , , , , 22
2022/6/9, , , , , 23
2022/6/10, , , , , 22
2022/6/11, , , , , 21
2022/6/12, , , , , 28
2022/6/13, , , , , 25
2022/6/14, , , , , 25
2022/6/15, , , , , 20
2022/6/16, , , , , 16
2022/6/17, , , , , 25
2022/6/18, , , , , 29
2022/6/19, , , , , 30
2022/6/20, , , , , 24
2022/6/21, , , , , 17
2022/6/22, , , , , 16
