date, pm25, pm10, so2
2021/6/13, 31, 20, 20
2021/6/14, 26, 18, 7
2021/6/15, 24, 23, 1
2021/6/16, 33, 26, 5
2021/6/17, 32, 20, 14
2021/6/18, 9, 9, 
2021/6/19, 13, 10, 
2021/6/20, 18, 12, 
2021/6/21, 11, 10, 
2021/6/22, 13, 13, 
2021/6/23, 19, 18, 
2021/6/24, 70, 41, 
2021/6/25, 26, 12, 8
2021/6/26, 11, 5, 
2021/6/27, 14, 7, 
2021/6/28, 10, 5, 
2021/6/29, 8, 6, 
2021/6/30, 25, 13, 16
2021/7/1, 14, 9, 2
2023/7/17, , 9, 
2022/7/13, , 15, 
2022/4/19, , 21, 
2022/5/25, , 10, 
2021/12/23, , 22, 27
2021/8/9, , 24, 1
2021/4/2, , 10, 
2021/4/3, , 8, 
2021/4/4, , 9, 
2021/4/5, , 6, 
2021/4/6, , 6, 
2021/4/7, , 7, 
2021/4/8, , 8, 
2021/4/9, , 13, 
2021/4/10, , 11, 2
2021/4/11, , 14, 11
2021/4/12, , 15, 
2021/4/13, , 15, 
2021/4/14, , 21, 6
2021/4/15, , 21, 8
2021/4/16, , 15, 
2021/4/17, , 14, 
2021/4/18, , 22, 
2021/4/19, , 12, 
2021/4/20, , 17, 
2021/4/21, , 21, 2
2021/4/22, , 14, 
2021/4/23, , 14, 
2021/4/24, , 13, 
2021/4/25, , 10, 
2021/4/26, , 9, 
2021/4/27, , 9, 
2021/4/28, , 10, 
2021/4/29, , 13, 
2021/4/30, , 14, 
2021/5/1, , 13, 
2021/5/2, , 8, 
2021/5/3, , 8, 
2021/5/4, , 11, 
2021/5/5, , 14, 
2021/5/6, , 8, 
2021/5/7, , 13, 
2021/5/8, , 11, 
2021/5/9, , 11, 
2021/5/10, , 12, 
2021/5/11, , 11, 
2021/5/12, , 10, 
2021/5/13, , 9, 
2021/5/14, , 10, 
2021/5/15, , 11, 
2021/5/16, , 12, 
2021/5/17, , 9, 
2021/5/18, , 9, 
2021/5/19, , 12, 
2021/5/20, , 15, 
2021/5/21, , 12, 
2021/5/22, , 11, 
2021/5/23, , 12, 37
2021/5/24, , 10, 
2021/5/25, , 13, 
2021/5/26, , 20, 2
2021/5/27, , 21, 
2021/5/28, , 14, 
2021/5/29, , 15, 
2021/5/30, , 16, 
2021/5/31, , 12, 
2021/6/1, , 18, 
2021/1/5, , 6, 
2021/1/6, , 8, 
2021/1/7, , 13, 
2021/1/8, , 9, 
2021/1/9, , 8, 
2021/1/10, , 9, 6
2021/1/11, , 8, 13
2021/1/12, , 12, 
2021/1/13, , 8, 
2021/1/14, , 7, 
2021/1/15, , 12, 
2021/1/16, , 13, 
2021/1/17, , 21, 
2021/1/18, , 20, 
2021/1/19, , 18, 
2021/1/20, , 14, 4
2021/1/21, , 13, 15
2021/1/22, , 22, 6
2021/1/23, , 12, 1
2021/1/24, , 13, 
2021/1/25, , 14, 2
2021/1/26, , 16, 15
2021/1/27, , 22, 15
2021/1/28, , 27, 2
2021/1/29, , 12, 
2021/1/30, , 13, 10
2021/1/31, , 15, 
2021/2/1, , 14, 
2021/2/2, , 18, 25
2021/2/3, , 61, 10
2021/2/4, , 17, 1
2021/2/5, , 13, 
2021/2/6, , 9, 6
2021/2/7, , 9, 
2021/2/8, , 5, 
2021/2/9, , 11, 
2021/2/10, , 11, 
2021/2/11, , 12, 6
2021/2/12, , 12, 
2021/2/13, , 9, 
2021/2/14, , 10, 23
2021/2/15, , 11, 
2021/2/16, , 53, 
2021/2/17, , 10, 
2021/2/18, , 6, 
2021/2/19, , 7, 
2021/2/20, , 7, 
2021/2/21, , 6, 
2021/2/22, , 7, 
2021/2/23, , 8, 24
2021/2/24, , 18, 
2021/2/25, , 19, 3
2021/2/26, , 19, 
2021/2/27, , 17, 
2021/2/28, , 15, 
2021/3/1, , 16, 
2021/3/2, , 9, 
2021/3/3, , 10, 
2021/3/4, , 11, 
2021/3/5, , 21, 
2021/3/6, , 17, 26
2021/3/7, , 23, 6
2021/3/8, , 24, 
2021/3/9, , 14, 
2021/3/10, , 13, 12
2021/3/11, , 17, 11
2021/3/12, , 18, 5
2021/3/13, , 15, 2
2021/3/14, , 17, 10
2021/3/15, , 9, 
2021/3/16, , 9, 
2021/3/17, , 7, 
2021/3/18, , 6, 
2021/3/19, , 7, 
2021/3/20, , 7, 
2021/3/21, , 8, 7
2021/3/22, , 10, 7
2021/3/23, , 13, 18
2021/3/24, , 11, 
2021/3/25, , 4, 
2021/3/26, , 6, 
2021/3/27, , 8, 
2021/3/28, , 10, 
2021/3/29, , 8, 
2021/3/30, , 8, 
2021/3/31, , 11, 
2021/4/1, , 9, 
2020/10/2, , 12, 
2020/10/3, , 14, 
2020/10/4, , 16, 
2020/10/5, , 20, 18
2020/10/6, , 22, 2
2020/10/7, , 34, 
2020/10/8, , 19, 
2020/10/9, , 9, 
2020/10/10, , 8, 
2020/10/11, , 9, 19
2020/10/12, , 9, 9
2020/10/13, , 12, 5
2020/10/14, , 14, 
2020/10/15, , 12, 4
2020/10/16, , 13, 1
2020/10/17, , 20, 1
2020/10/18, , 20, 7
2020/10/19, , 29, 
2020/10/20, , 14, 2
2020/10/21, , 14, 4
2020/10/22, , 19, 3
2020/10/23, , 36, 7
2020/10/24, , 17, 15
2020/10/25, , 15, 
2020/10/26, , 9, 6
2020/10/27, , 14, 
2020/10/28, , 8, 
2020/10/29, , 10, 
2020/10/30, , 10, 12
2020/10/31, , 24, 
2020/11/1, , 17, 
2020/11/2, , 15, 
2020/11/3, , 10, 
2020/11/4, , 17, 9
2020/11/5, , 26, 10
2020/11/6, , 26, 
2020/11/7, , 21, 
2020/11/8, , 14, 29
2020/11/9, , 11, 19
2020/11/10, , 18, 23
2020/11/11, , 31, 6
2020/11/12, , 39, 25
2020/11/13, , 23, 15
2020/11/14, , 26, 15
2020/11/15, , 25, 16
2020/11/16, , 28, 
2020/11/17, , 14, 
2020/11/18, , 28, 
2020/11/19, , 21, 
2020/11/20, , 21, 
2020/11/21, , 18, 
2020/11/22, , 15, 
2020/11/23, , 21, 
2020/11/24, , 18, 5
2020/11/25, , 24, 20
2020/11/26, , 14, 10
2020/11/27, , 49, 14
2020/11/28, , 28, 4
2020/11/29, , 18, 21
2020/11/30, , 19, 25
2020/12/1, , 21, 15
2020/12/2, , 21, 27
2020/12/3, , 47, 
2020/12/4, , 22, 2
2020/12/5, , 20, 1
2020/12/6, , 26, 9
2020/12/7, , 35, 
2020/12/8, , 31, 
2020/12/9, , 16, 9
2020/12/10, , 17, 16
2020/12/11, , 14, 1
2020/12/12, , 17, 
2020/12/13, , 12, 18
2020/12/14, , 16, 46
2020/12/15, , 13, 2
2020/12/16, , 19, 
2020/12/17, , 17, 
2020/12/18, , 16, 
2020/12/19, , 20, 
2020/12/20, , 12, 
2020/12/21, , 19, 
2020/12/22, , 9, 
2020/12/23, , 6, 
2020/12/24, , 6, 
2020/12/25, , 7, 
2020/12/26, , 7, 
2020/12/27, , 8, 
2020/12/28, , 7, 
2020/12/29, , 14, 
2020/12/30, , 6, 
2020/12/31, , 4, 
2021/1/1, , 5, 
2021/1/2, , 5, 
2021/1/3, , 8, 
2021/1/4, , 6, 
2020/7/2, , 18, 
2020/7/3, , 13, 
2020/7/4, , 14, 
2020/7/5, , 13, 
2020/7/6, , 8, 
2020/7/7, , 7, 
2020/7/8, , 12, 
2020/7/9, , 16, 
2020/7/10, , 17, 1
2020/7/11, , 15, 
2020/7/12, , 11, 
2020/7/13, , 13, 1
2020/7/14, , 8, 40
2020/7/15, , 9, 
2020/7/16, , 9, 
2020/7/17, , 9, 
2020/7/18, , 16, 22
2020/7/19, , 19, 28
2020/7/20, , 13, 
2020/7/21, , 10, 
2020/7/22, , 12, 
2020/7/23, , 12, 
2020/7/24, , 14, 
2020/7/25, , 15, 
2020/7/26, , 13, 
2020/7/27, , 14, 
2020/7/28, , 14, 
2020/7/29, , 11, 
2020/7/30, , 9, 
2020/7/31, , 9, 
2020/8/1, , 9, 
2020/8/2, , 14, 
2020/8/3, , 19, 12
2020/8/4, , 18, 25
2020/8/5, , 21, 
2020/8/6, , 22, 3
2020/8/7, , 36, 19
2020/8/8, , 15, 
2020/8/9, , 11, 
2020/8/10, , 8, 
2020/8/11, , 9, 1
2020/8/12, , 16, 41
2020/8/13, , 31, 2
2020/8/14, , 26, 26
2020/8/15, , 28, 
2020/8/16, , 8, 
2020/8/17, , 10, 17
2020/8/18, , 21, 18
2020/8/19, , 33, 26
2020/8/20, , 27, 
2020/8/21, , 14, 
2020/8/22, , 13, 
2020/8/23, , 10, 
2020/8/24, , 10, 
2020/8/25, , 12, 
2020/8/26, , 13, 
2020/8/27, , 10, 
2020/8/28, , 10, 
2020/8/29, , 14, 
2020/8/30, , 18, 19
2020/8/31, , 18, 1
2020/9/1, , 16, 
2020/9/2, , 18, 3
2020/9/3, , 16, 5
2020/9/4, , 23, 35
2020/9/5, , 21, 
2020/9/6, , 15, 
2020/9/7, , 16, 
2020/9/8, , 17, 
2020/9/9, , 13, 
2020/9/10, , 12, 
2020/9/11, , 13, 
2020/9/12, , 19, 
2020/9/13, , 18, 
2020/9/14, , 11, 
2020/9/15, , 12, 
2020/9/16, , 15, 
2020/9/17, , 15, 4
2020/9/18, , 20, 13
2020/9/19, , 24, 
2020/9/20, , 15, 
2020/9/21, , 17, 
2020/9/22, , 18, 17
2020/9/23, , 18, 6
2020/9/24, , 12, 
2020/9/25, , 10, 2
2020/9/26, , 12, 
2020/9/27, , 15, 
2020/9/28, , 44, 
2020/9/29, , 12, 25
2020/9/30, , 22, 9
2020/10/1, , 24, 
2020/4/2, , 15, 
2020/4/3, , 17, 2
2020/4/4, , 20, 1
2020/4/5, , 24, 1
2020/4/6, , 20, 
2020/4/7, , 14, 3
2020/4/8, , 14, 1
2020/4/9, , 17, 
2020/4/10, , 14, 
2020/4/11, , 12, 1
2020/4/12, , 11, 
2020/4/13, , 11, 1
2020/4/14, , 13, 1
2020/4/15, , 22, 9
2020/4/16, , 19, 2
2020/4/17, , 19, 1
2020/4/18, , 18, 1
2020/4/19, , 23, 1
2020/4/20, , 15, 
2020/4/21, , 15, 
2020/4/22, , 13, 1
2020/4/23, , 10, 
2020/4/24, , 14, 
2020/4/25, , 15, 
2020/4/26, , 16, 
2020/4/27, , 16, 1
2020/4/28, , 14, 1
2020/4/29, , 16, 4
2020/4/30, , 24, 2
2020/5/1, , 29, 
2020/5/2, , 20, 
2020/5/3, , 10, 
2020/5/4, , 10, 
2020/5/5, , 8, 1
2020/5/6, , 9, 
2020/5/7, , 16, 5
2020/5/8, , 18, 1
2020/5/9, , 21, 2
2020/5/10, , 22, 1
2020/5/11, , 26, 1
2020/5/12, , 29, 7
2020/5/13, , 19, 1
2020/5/14, , 20, 
2020/5/15, , 14, 
2020/5/16, , 12, 1
2020/5/17, , 12, 1
2020/5/18, , 13, 1
2020/5/19, , 12, 1
2020/5/20, , 14, 1
2020/5/21, , 15, 
2020/5/22, , 10, 1
2020/5/23, , 9, 1
2020/5/24, , 14, 
2020/5/25, , 8, 
2020/5/26, , 7, 1
2020/5/27, , 12, 1
2020/5/28, , 11, 1
2020/5/29, , 9, 1
2020/5/30, , 7, 1
2020/5/31, , 15, 14
2020/6/1, , 16, 1
2020/6/2, , 9, 
2020/6/3, , 8, 1
2020/6/4, , 9, 1
2020/6/5, , 6, 1
2020/6/6, , 14, 7
2020/6/7, , 14, 1
2020/6/8, , 8, 1
2020/6/9, , 10, 
2020/6/10, , 11, 1
2020/6/11, , 12, 
2020/6/12, , 11, 59
2020/6/13, , 19, 62
2020/6/14, , 22, 63
2020/6/15, , 12, 94
2020/6/16, , 10, 
2020/6/17, , 9, 
2020/6/18, , 9, 
2020/6/19, , 12, 
2020/6/20, , 9, 
2020/6/21, , 16, 
2020/6/22, , 13, 
2020/6/23, , 10, 
2020/6/24, , 12, 
2020/6/25, , 14, 
2020/6/26, , 12, 
2020/6/27, , 10, 2
2020/6/28, , 10, 
2020/6/29, , 13, 
2020/6/30, , 20, 
2020/7/1, , 18, 
2020/1/2, , 27, 13
2020/1/3, , 23, 
2020/1/4, , 14, 
2020/1/5, , 18, 5
2020/1/6, , 19, 4
2020/1/7, , 45, 15
2020/1/8, , 34, 4
2020/1/9, , 16, 
2020/1/10, , 14, 8
2020/1/11, , 17, 4
2020/1/12, , 24, 13
2020/1/13, , 91, 15
2020/1/14, , 39, 7
2020/1/15, , 44, 6
2020/1/16, , 44, 18
2020/1/17, , 47, 7
2020/1/18, , 103, 2
2020/1/19, , 53, 5
2020/1/20, , 42, 3
2020/1/21, , 17, 9
2020/1/22, , 27, 6
2020/1/23, , 13, 
2020/1/24, , 11, 9
2020/1/25, , 14, 1
2020/1/26, , 7, 
2020/1/27, , 6, 
2020/1/28, , 5, 
2020/1/29, , 6, 
2020/1/30, , 5, 
2020/1/31, , 9, 
2020/2/1, , 10, 
2020/2/2, , 6, 12
2020/2/3, , 14, 15
2020/2/4, , 17, 8
2020/2/5, , 26, 1
2020/2/6, , 8, 13
2020/2/7, , 14, 19
2020/2/8, , 25, 6
2020/2/9, , 16, 16
2020/2/10, , 17, 3
2020/2/11, , 34, 
2020/2/12, , 34, 
2020/2/13, , 44, 1
2020/2/14, , 38, 5
2020/2/15, , 32, 
2020/2/16, , 31, 
2020/2/17, , 46, 14
2020/2/18, , 26, 
2020/2/19, , 24, 5
2020/2/20, , 47, 2
2020/2/21, , 116, 
2020/2/22, , 56, 
2020/2/23, , 33, 
2020/2/24, , 11, 
2020/2/25, , 7, 
2020/2/26, , 12, 
2020/2/27, , 25, 14
2020/2/28, , 25, 
2020/2/29, , 15, 
2020/3/1, , 19, 3
2020/3/2, , 23, 
2020/3/3, , 16, 
2020/3/4, , 8, 1
2020/3/5, , 8, 
2020/3/6, , 5, 
2020/3/7, , 8, 
2020/3/8, , 10, 
2020/3/9, , 7, 
2020/3/10, , 8, 
2020/3/11, , 10, 
2020/3/12, , 8, 
2020/3/13, , 10, 
2020/3/14, , 9, 
2020/3/15, , 8, 
2020/3/16, , 37, 4
2020/3/17, , 34, 
2020/3/18, , 17, 
2020/3/19, , 13, 
2020/3/20, , 11, 
2020/3/21, , 11, 
2020/3/22, , 14, 
2020/3/23, , 13, 
2020/3/24, , 12, 
2020/3/25, , 11, 
2020/3/26, , 12, 
2020/3/27, , 13, 
2020/3/28, , 13, 
2020/3/29, , 13, 
2020/3/30, , 10, 
2019/10/2, , 27, 
2019/10/3, , 20, 
2019/10/4, , 18, 
2019/10/5, , 21, 
2019/10/6, , 20, 
2019/10/7, , 19, 
2019/10/8, , 28, 
2019/10/9, , 23, 
2019/10/14, , 26, 
2019/10/15, , 35, 
2019/10/16, , 35, 
2019/10/17, , 48, 
2019/10/18, , 102, 
2019/10/19, , 48, 
2019/10/20, , 20, 
2019/10/21, , 30, 
2019/10/22, , 21, 
2019/10/23, , 30, 
2019/10/24, , 28, 
2019/10/25, , 19, 
2019/10/26, , 21, 
2019/10/27, , 32, 
2019/10/28, , 42, 
2019/10/29, , 42, 
2019/10/30, , 19, 
2019/10/31, , 19, 
2019/11/1, , 18, 
2019/11/2, , 31, 
2019/11/3, , 26, 
2019/11/4, , 27, 
2019/11/5, , 97, 
2019/11/6, , 33, 
2019/11/7, , 27, 
2019/11/8, , 20, 
2019/11/9, , 20, 
2019/11/10, , 77, 
2019/11/11, , 64, 
2019/11/12, , 49, 
2019/11/13, , 52, 
2019/11/14, , 105, 
2019/11/15, , 50, 
2019/11/16, , 16, 
2019/11/17, , 20, 
2019/11/18, , 20, 
2019/11/19, , 17, 
2019/11/20, , 21, 
2019/11/21, , 34, 
2019/11/22, , 37, 
2019/11/23, , 26, 
2019/11/24, , 27, 
2019/11/25, , 48, 
2019/11/26, , 26, 
2019/11/27, , 30, 
2019/11/28, , 121, 
2019/11/29, , 39, 
2019/11/30, , 31, 
2019/12/1, , 24, 
2019/12/2, , 120, 
2019/12/3, , 25, 
2019/12/4, , 25, 
2019/12/5, , 35, 
2019/12/6, , 17, 
2019/12/7, , 21, 
2019/12/8, , 17, 
2019/12/9, , 21, 
2019/12/10, , 28, 
2019/12/11, , 27, 
2019/12/12, , 24, 
2019/12/13, , 25, 
2019/12/14, , 37, 
2019/12/15, , 26, 
2019/12/16, , 24, 
2019/12/17, , 25, 
2019/12/18, , 31, 
2019/12/19, , 31, 
2019/12/20, , 30, 
2019/12/21, , 23, 
2019/12/22, , 27, 
2019/12/23, , 24, 
2019/12/24, , 32, 
2019/12/25, , 39, 
2019/12/26, , 60, 
2019/12/27, , 39, 
2019/12/28, , 35, 
2019/12/29, , 16, 3
2019/12/30, , 18, 
2019/7/2, , 29, 
2019/7/3, , 23, 
2019/7/4, , 15, 
2019/7/5, , 16, 
2019/7/6, , 20, 
2019/7/7, , 10, 
2019/7/8, , 8, 
2019/7/9, , 8, 
2019/7/10, , 9, 
2019/7/11, , 8, 
2019/7/12, , 12, 
2019/7/13, , 15, 
2019/7/14, , 15, 
2019/7/15, , 15, 
2019/7/16, , 13, 
2019/7/17, , 12, 
2019/7/18, , 10, 
2019/7/19, , 10, 
2019/7/20, , 11, 
2019/7/21, , 19, 
2019/7/22, , 28, 
2019/7/23, , 26, 
2019/7/24, , 19, 
2019/7/25, , 13, 
2019/7/26, , 14, 
2019/7/27, , 18, 
2019/7/28, , 20, 
2019/7/29, , 20, 
2019/7/30, , 19, 
2019/7/31, , 19, 
2019/8/1, , 15, 
2019/8/2, , 16, 
2019/8/3, , 11, 
2019/8/4, , 13, 
2019/8/5, , 13, 
2019/8/6, , 12, 
2019/8/7, , 12, 
2019/8/8, , 17, 
2019/8/9, , 39, 
2019/8/10, , 25, 
2019/8/11, , 16, 
2019/8/12, , 13, 
2019/8/13, , 13, 
2019/8/14, , 14, 
2019/8/15, , 16, 
2019/8/16, , 22, 
2019/8/17, , 30, 
2019/8/18, , 32, 
2019/8/19, , 34, 
2019/8/20, , 94, 
2019/8/21, , 45, 
2019/8/22, , 16, 
2019/8/23, , 13, 
2019/8/24, , 13, 
2019/8/25, , 20, 
2019/8/26, , 20, 
2019/8/27, , 15, 
2019/8/28, , 18, 
2019/8/29, , 18, 
2019/8/30, , 16, 
2019/8/31, , 12, 
2019/9/1, , 12, 
2019/9/2, , 14, 
2019/9/3, , 14, 
2019/9/4, , 20, 
2019/9/5, , 22, 
2019/9/6, , 26, 
2019/9/7, , 34, 
2019/9/8, , 86, 
2019/9/9, , 81, 
2019/9/10, , 49, 
2019/9/11, , 28, 
2019/9/12, , 22, 
2019/9/13, , 25, 
2019/9/14, , 27, 
2019/9/15, , 24, 
2019/9/16, , 23, 
2019/9/17, , 26, 
2019/9/18, , 29, 
2019/9/19, , 49, 
2019/9/20, , 10, 
2019/9/21, , 24, 
2019/9/22, , 124, 
2019/9/23, , 121, 
2019/9/24, , 50, 
2019/9/25, , 34, 
2019/9/26, , 30, 
2019/9/27, , 27, 
2019/9/28, , 26, 
2019/9/29, , 15, 
2019/9/30, , 14, 
2019/10/1, , 22, 
2019/4/2, , 67, 
2019/4/3, , 38, 
2019/4/4, , 27, 
2019/4/5, , 16, 
2019/4/6, , 15, 
2019/4/7, , 13, 
2019/4/8, , 12, 
2019/4/9, , 15, 
2019/4/10, , 18, 
2019/4/11, , 15, 
2019/4/12, , 19, 
2019/4/13, , 21, 
2019/4/14, , 20, 
2019/4/15, , 15, 
2019/4/16, , 14, 
2019/4/17, , 13, 
2019/4/18, , 14, 
2019/4/19, , 14, 
2019/4/20, , 12, 
2019/4/21, , 12, 
2019/4/22, , 12, 
2019/4/23, , 12, 
2019/4/24, , 14, 
2019/4/25, , 12, 
2019/4/26, , 8, 
2019/4/27, , 7, 
2019/4/28, , 9, 
2019/4/29, , 10, 
2019/4/30, , 13, 
2019/5/1, , 17, 
2019/5/2, , 24, 
2019/5/3, , 17, 
2019/5/4, , 10, 
2019/5/5, , 6, 
2019/5/6, , 3, 
2019/5/7, , 5, 
2019/5/8, , 7, 
2019/5/9, , 10, 
2019/5/10, , 8, 
2019/5/11, , 24, 
2019/5/12, , 22, 
2019/5/13, , 11, 
2019/5/14, , 12, 
2019/5/15, , 20, 
2019/5/16, , 17, 
2019/5/17, , 13, 
2019/5/18, , 11, 
2019/5/19, , 11, 
2019/5/20, , 10, 
2019/5/21, , 12, 
2019/5/22, , 13, 
2019/5/23, , 6, 
2019/5/24, , 9, 
2019/5/25, , 12, 
2019/5/26, , 12, 
2019/5/27, , 11, 
2019/5/28, , 12, 
2019/5/29, , 10, 
2019/5/30, , 10, 
2019/5/31, , 12, 
2019/6/1, , 18, 
2019/6/2, , 13, 
2019/6/3, , 10, 
2019/6/4, , 9, 
2019/6/5, , 14, 
2019/6/6, , 18, 
2019/6/7, , 11, 
2019/6/8, , 11, 
2019/6/9, , 15, 
2019/6/10, , 8, 
2019/6/11, , 14, 
2019/6/12, , 15, 
2019/6/13, , 15, 
2019/6/14, , 20, 
2019/6/15, , 14, 
2019/6/16, , 11, 
2019/6/17, , 11, 
2019/6/18, , 9, 
2019/6/19, , 10, 
2019/6/20, , 10, 
2019/6/21, , 10, 
2019/6/22, , 8, 
2019/6/23, , 8, 
2019/6/24, , 9, 
2019/6/25, , 8, 
2019/6/26, , 13, 
2019/6/27, , 15, 
2019/6/28, , 18, 
2019/6/29, , 21, 
2019/6/30, , 19, 
2019/7/1, , 18, 
2019/1/4, , 7, 
2019/1/5, , 19, 
2019/1/6, , 27, 
2019/1/7, , 19, 
2019/1/8, , 24, 
2019/1/9, , 36, 
2019/1/10, , 49, 
2019/1/11, , 53, 
2019/1/12, , 30, 
2019/1/13, , 13, 
2019/1/14, , 9, 
2019/1/15, , 15, 
2019/1/16, , 20, 
2019/1/17, , 18, 
2019/1/18, , 18, 
2019/1/19, , 19, 
2019/1/20, , 19, 
2019/1/21, , 12, 
2019/1/22, , 13, 
2019/1/23, , 16, 
2019/1/24, , 16, 
2019/1/25, , 21, 
2019/1/26, , 21, 
2019/1/27, , 19, 
2019/1/28, , 11, 
2019/1/29, , 9, 
2019/1/30, , 10, 
2019/1/31, , 7, 
2019/2/1, , 6, 
2019/2/2, , 3, 
2019/2/4, , 1, 
2019/2/5, , 1, 
2019/2/6, , 2, 
2019/2/7, , 2, 
2019/2/8, , 3, 
2019/2/9, , 5, 
2019/2/10, , 18, 
2019/2/11, , 49, 
2019/2/12, , 37, 
2019/2/13, , 23, 
2019/2/14, , 27, 
2019/2/15, , 75, 
2019/2/16, , 51, 
2019/2/17, , 30, 
2019/2/18, , 31, 
2019/2/19, , 38, 
2019/2/20, , 33, 
2019/2/21, , 35, 
2019/2/22, , 36, 
2019/2/23, , 32, 
2019/2/24, , 41, 
2019/2/25, , 34, 
2019/2/26, , 27, 
2019/2/27, , 17, 
2019/2/28, , 14, 
2019/3/1, , 16, 
2019/3/2, , 63, 
2019/3/3, , 156, 
2019/3/4, , 200, 
2019/3/5, , 343, 
2019/3/6, , 9, 
2019/3/7, , 11, 
2019/3/8, , 53, 
2019/3/9, , 91, 
2019/3/10, , 27, 
2019/3/11, , 8, 
2019/3/12, , 10, 
2019/3/13, , 18, 
2019/3/14, , 21, 
2019/3/15, , 20, 
2019/3/16, , 17, 
2019/3/17, , 14, 
2019/3/18, , 16, 
2019/3/19, , 20, 
2019/3/20, , 22, 
2019/3/21, , 19, 
2019/3/22, , 14, 
2019/3/23, , 14, 
2019/3/24, , 12, 
2019/3/25, , 12, 
2019/3/26, , 14, 
2019/3/27, , 15, 
2019/3/28, , 4, 
2019/3/29, , 1, 
2019/3/30, , 2, 
2019/3/31, , 33, 
2019/4/1, , 270, 
2018/10/2, , 24, 
2018/10/3, , 29, 
2018/10/4, , 29, 
2018/10/5, , 46, 
2018/10/6, , 32, 
2018/10/7, , 17, 
2018/10/8, , 16, 
2018/10/9, , 18, 
2018/10/10, , 20, 
2018/10/11, , 31, 
2018/10/12, , 25, 
2018/10/13, , 16, 
2018/10/14, , 14, 
2018/10/15, , 31, 
2018/10/16, , 35, 
2018/10/17, , 28, 
2018/10/18, , 14, 
2018/10/19, , 10, 
2018/10/20, , 14, 
2018/10/21, , 34, 
2018/10/22, , 86, 
2018/10/23, , 52, 
2018/11/1, , 25, 
2018/11/2, , 28, 
2018/11/3, , 45, 
2018/11/4, , 30, 
2018/11/5, , 14, 
2018/11/6, , 26, 
2018/11/7, , 32, 
2018/11/8, , 29, 
2018/11/9, , 25, 
2018/11/10, , 11, 
2018/11/11, , 13, 
2018/11/12, , 15, 
2018/11/13, , 31, 
2018/11/14, , 29, 
2018/11/15, , 26, 
2018/11/16, , 24, 
2018/11/17, , 23, 
2018/11/18, , 21, 
2018/11/19, , 27, 
2018/11/20, , 22, 
2018/11/21, , 19, 
2018/11/22, , 33, 
2018/11/23, , 22, 
2018/11/24, , 8, 
2018/11/25, , 13, 
2018/11/26, , 27, 
2018/11/27, , 28, 
2018/11/28, , 51, 
2018/11/29, , 29, 
2018/11/30, , 9, 
2018/12/1, , 11, 
2018/12/2, , 13, 
2018/12/3, , 18, 
2018/12/4, , 25, 
2018/12/5, , 22, 
2018/12/6, , 17, 
2018/12/7, , 25, 
2018/12/8, , 23, 
2018/12/9, , 12, 
2018/12/10, , 10, 
2018/12/11, , 14, 
2018/12/12, , 13, 
2018/12/13, , 17, 
2018/12/14, , 21, 
2018/12/15, , 39, 
2018/12/16, , 64, 
2018/12/17, , 31, 
2018/12/18, , 18, 
2018/12/19, , 23, 
2018/12/20, , 34, 
2018/12/21, , 33, 
2018/12/22, , 39, 
2018/12/23, , 66, 
2018/12/24, , 67, 
2018/12/25, , 31, 
2018/12/26, , 21, 
2018/12/27, , 18, 
2018/12/28, , 15, 
2018/12/29, , 15, 
2018/12/30, , 5, 
2018/7/2, , 10, 
2018/7/3, , 9, 
2018/7/4, , 7, 
2018/7/5, , 8, 
2018/7/6, , 12, 
2018/7/7, , 23, 
2018/7/8, , 24, 
2018/7/9, , 19, 
2018/7/10, , 18, 
2018/7/11, , 13, 
2018/7/12, , 9, 
2018/7/13, , 11, 
2018/7/14, , 12, 
2018/7/15, , 14, 
2018/7/16, , 21, 
2018/7/17, , 22, 
2018/7/18, , 16, 
2018/7/19, , 17, 
2018/7/20, , 27, 
2018/7/21, , 23, 
2018/7/22, , 22, 
2018/7/23, , 23, 
2018/7/24, , 26, 
2018/7/25, , 29, 
2018/7/26, , 27, 
2018/7/27, , 35, 
2018/7/28, , 38, 
2018/7/29, , 35, 
2018/7/30, , 23, 
2018/7/31, , 10, 
2018/8/1, , 8, 
2018/8/2, , 12, 
2018/8/3, , 19, 
2018/8/4, , 64, 
2018/8/5, , 49, 
2018/8/6, , 27, 
2018/8/7, , 49, 
2018/8/8, , 22, 
2018/8/9, , 14, 
2018/8/10, , 14, 
2018/8/11, , 22, 
2018/8/12, , 55, 
2018/8/13, , 43, 
2018/8/14, , 22, 
2018/8/15, , 14, 
2018/8/16, , 22, 
2018/8/17, , 32, 
2018/8/18, , 26, 
2018/8/19, , 22, 
2018/8/20, , 22, 
2018/8/21, , 20, 
2018/8/22, , 18, 
2018/8/23, , 30, 
2018/8/24, , 35, 
2018/8/25, , 32, 
2018/8/26, , 17, 
2018/8/27, , 12, 
2018/8/28, , 16, 
2018/8/29, , 18, 
2018/8/30, , 18, 
2018/8/31, , 31, 
2018/9/1, , 39, 
2018/9/2, , 30, 
2018/9/3, , 25, 
2018/9/4, , 15, 
2018/9/5, , 10, 
2018/9/6, , 11, 
2018/9/7, , 18, 
2018/9/8, , 31, 
2018/9/9, , 28, 
2018/9/10, , 13, 
2018/9/11, , 12, 
2018/9/12, , 18, 
2018/9/13, , 28, 
2018/9/14, , 29, 
2018/9/15, , 27, 
2018/9/16, , 41, 
2018/9/17, , 85, 
